Time,Driver,DriverNumber,LapTime,LapNumber,Stint,PitOutTime,PitInTime,Sector1Time,Sector2Time,Sector3Time,Sector1SessionTime,Sector2SessionTime,Sector3SessionTime,SpeedI1,SpeedI2,SpeedFL,SpeedST,IsPersonalBest,Compound,TyreLife,FreshTyre,Team,LapStartTime,LapStartDate,TrackStatus,Position,Deleted,DeletedReason,FastF1Generated,IsAccurate,Race
0 days 01:59:46.208000,BOT,77,0 days 00:01:37.774000,34.0,3.0,,,0 days 00:00:31.317000,0 days 00:00:42.525000,0 days 00:00:23.932000,0 days 01:58:39.795000,0 days 01:59:22.320000,0 days 01:59:46.252000,230.0,244.0,278.0,288.0,False,HARD,5.0,True,Alfa Romeo,0 days 01:58:08.434000,,1,9.0,,,False,True,Bahrain
0 days 02:01:24.025000,BOT,77,0 days 00:01:37.817000,35.0,3.0,,,0 days 00:00:31.277000,0 days 00:00:42.617000,0 days 00:00:23.923000,0 days 02:00:17.529000,0 days 02:01:00.146000,0 days 02:01:24.069000,230.0,244.0,277.0,289.0,False,HARD,6.0,True,Alfa Romeo,0 days 01:59:46.208000,,1,9.0,,,False,True,Bahrain
0 days 02:03:01.852000,BOT,77,0 days 00:01:37.827000,36.0,3.0,,,0 days 00:00:31.342000,0 days 00:00:42.528000,0 days 00:00:23.957000,0 days 02:01:55.411000,0 days 02:02:37.939000,0 days 02:03:01.896000,230.0,244.0,277.0,290.0,False,HARD,7.0,True,Alfa Romeo,0 days 02:01:24.025000,,1,9.0,,,False,True,Bahrain
0 days 02:04:39.626000,BOT,77,0 days 00:01:37.774000,37.0,3.0,,,0 days 00:00:31.238000,0 days 00:00:42.584000,0 days 00:00:23.952000,0 days 02:03:33.134000,0 days 02:04:15.718000,0 days 02:04:39.670000,231.0,244.0,277.0,287.0,False,HARD,8.0,True,Alfa Romeo,0 days 02:03:01.852000,,1,9.0,,,False,True,Bahrain
0 days 02:06:17.284000,BOT,77,0 days 00:01:37.658000,38.0,3.0,,,0 days 00:00:31.311000,0 days 00:00:42.406000,0 days 00:00:23.941000,0 days 02:05:10.981000,0 days 02:05:53.387000,0 days 02:06:17.328000,230.0,245.0,277.0,288.0,False,HARD,9.0,True,Alfa Romeo,0 days 02:04:39.626000,,1,9.0,,,False,True,Bahrain
0 days 02:07:55.068000,BOT,77,0 days 00:01:37.784000,39.0,3.0,,,0 days 00:00:31.376000,0 days 00:00:42.467000,0 days 00:00:23.941000,0 days 02:06:48.704000,0 days 02:07:31.171000,0 days 02:07:55.112000,231.0,245.0,277.0,288.0,False,HARD,10.0,True,Alfa Romeo,0 days 02:06:17.284000,,1,9.0,,,False,True,Bahrain
0 days 02:09:45.444000,BOT,77,0 days 00:01:50.376000,40.0,3.0,,,0 days 00:00:31.335000,0 days 00:00:42.515000,0 days 00:00:36.526000,0 days 02:08:26.447000,0 days 02:09:08.962000,0 days 02:09:45.488000,232.0,245.0,231.0,290.0,False,HARD,11.0,True,Alfa Romeo,0 days 02:07:55.068000,,126,8.0,,,False,False,Bahrain
0 days 02:11:40.725000,BOT,77,0 days 00:01:55.281000,41.0,3.0,,,0 days 00:00:37.625000,0 days 00:00:53.676000,0 days 00:00:23.980000,0 days 02:10:23.113000,0 days 02:11:16.789000,0 days 02:11:40.769000,162.0,248.0,277.0,263.0,False,HARD,12.0,True,Alfa Romeo,0 days 02:09:45.444000,,671,8.0,,,False,False,Bahrain
0 days 02:13:18.461000,BOT,77,0 days 00:01:37.736000,42.0,3.0,,,0 days 00:00:31.220000,0 days 00:00:42.609000,0 days 00:00:23.907000,0 days 02:12:11.989000,0 days 02:12:54.598000,0 days 02:13:18.505000,234.0,244.0,278.0,293.0,False,HARD,13.0,True,Alfa Romeo,0 days 02:11:40.725000,,1,8.0,,,False,True,Bahrain
0 days 02:14:56.274000,BOT,77,0 days 00:01:37.813000,43.0,3.0,,,0 days 00:00:31.253000,0 days 00:00:42.525000,0 days 00:00:24.035000,0 days 02:13:49.758000,0 days 02:14:32.283000,0 days 02:14:56.318000,233.0,245.0,278.0,288.0,False,HARD,14.0,True,Alfa Romeo,0 days 02:13:18.461000,,1,8.0,,,False,True,Bahrain
0 days 02:16:34.142000,BOT,77,0 days 00:01:37.868000,44.0,3.0,,,0 days 00:00:31.392000,0 days 00:00:42.601000,0 days 00:00:23.875000,0 days 02:15:27.710000,0 days 02:16:10.311000,0 days 02:16:34.186000,230.0,245.0,277.0,289.0,False,HARD,15.0,True,Alfa Romeo,0 days 02:14:56.274000,,1,8.0,,,False,True,Bahrain
0 days 02:18:11.830000,BOT,77,0 days 00:01:37.688000,45.0,3.0,,,0 days 00:00:31.254000,0 days 00:00:42.539000,0 days 00:00:23.895000,0 days 02:17:05.440000,0 days 02:17:47.979000,0 days 02:18:11.874000,233.0,245.0,277.0,291.0,False,HARD,16.0,True,Alfa Romeo,0 days 02:16:34.142000,,1,8.0,,,False,True,Bahrain
0 days 02:19:49.660000,BOT,77,0 days 00:01:37.830000,46.0,3.0,,,0 days 00:00:31.384000,0 days 00:00:42.473000,0 days 00:00:23.973000,0 days 02:18:43.258000,0 days 02:19:25.731000,0 days 02:19:49.704000,231.0,245.0,278.0,288.0,False,HARD,17.0,True,Alfa Romeo,0 days 02:18:11.830000,,1,8.0,,,False,True,Bahrain
0 days 02:21:27.475000,BOT,77,0 days 00:01:37.815000,47.0,3.0,,,0 days 00:00:31.325000,0 days 00:00:42.508000,0 days 00:00:23.982000,0 days 02:20:21.029000,0 days 02:21:03.537000,0 days 02:21:27.519000,231.0,245.0,278.0,289.0,False,HARD,18.0,True,Alfa Romeo,0 days 02:19:49.660000,,1,8.0,,,False,True,Bahrain
0 days 02:23:04.975000,BOT,77,0 days 00:01:37.500000,48.0,3.0,,,0 days 00:00:31.316000,0 days 00:00:42.265000,0 days 00:00:23.919000,0 days 02:21:58.835000,0 days 02:22:41.100000,0 days 02:23:05.019000,234.0,245.0,278.0,292.0,False,HARD,19.0,True,Alfa Romeo,0 days 02:21:27.475000,,1,8.0,,,False,True,Bahrain
0 days 02:24:42.825000,BOT,77,0 days 00:01:37.850000,49.0,3.0,,,0 days 00:00:31.434000,0 days 00:00:42.484000,0 days 00:00:23.932000,0 days 02:23:36.453000,0 days 02:24:18.937000,0 days 02:24:42.869000,232.0,246.0,278.0,289.0,False,HARD,20.0,True,Alfa Romeo,0 days 02:23:04.975000,,1,8.0,,,False,True,Bahrain
0 days 02:26:20.535000,BOT,77,0 days 00:01:37.710000,50.0,3.0,,,0 days 00:00:31.491000,0 days 00:00:42.241000,0 days 00:00:23.978000,0 days 02:25:14.360000,0 days 02:25:56.601000,0 days 02:26:20.579000,232.0,246.0,278.0,291.0,False,HARD,21.0,True,Alfa Romeo,0 days 02:24:42.825000,,1,8.0,,,False,True,Bahrain
0 days 02:27:58.351000,BOT,77,0 days 00:01:37.816000,51.0,3.0,,,0 days 00:00:31.383000,0 days 00:00:42.463000,0 days 00:00:23.970000,0 days 02:26:51.962000,0 days 02:27:34.425000,0 days 02:27:58.395000,234.0,255.0,278.0,290.0,False,HARD,22.0,True,Alfa Romeo,0 days 02:26:20.535000,,1,8.0,,,False,True,Bahrain
0 days 02:29:36.298000,BOT,77,0 days 00:01:37.947000,52.0,3.0,,,0 days 00:00:31.512000,0 days 00:00:42.440000,0 days 00:00:23.995000,0 days 02:28:29.907000,0 days 02:29:12.347000,0 days 02:29:36.342000,232.0,255.0,278.0,283.0,False,HARD,23.0,True,Alfa Romeo,0 days 02:27:58.351000,,1,8.0,,,False,True,Bahrain
0 days 02:31:14.154000,BOT,77,0 days 00:01:37.856000,53.0,3.0,,,0 days 00:00:31.458000,0 days 00:00:42.413000,0 days 00:00:23.985000,0 days 02:30:07.800000,0 days 02:30:50.213000,0 days 02:31:14.198000,234.0,261.0,278.0,286.0,False,HARD,24.0,True,Alfa Romeo,0 days 02:29:36.298000,,1,8.0,,,False,True,Bahrain
0 days 02:32:51.892000,BOT,77,0 days 00:01:37.738000,54.0,3.0,,,0 days 00:00:31.461000,0 days 00:00:42.300000,0 days 00:00:23.977000,0 days 02:31:45.659000,0 days 02:32:27.959000,0 days 02:32:51.936000,233.0,256.0,278.0,283.0,False,HARD,25.0,True,Alfa Romeo,0 days 02:31:14.154000,,1,8.0,,,False,True,Bahrain
0 days 02:34:29.699000,BOT,77,0 days 00:01:37.807000,55.0,3.0,,,0 days 00:00:31.526000,0 days 00:00:42.257000,0 days 00:00:24.024000,0 days 02:33:23.462000,0 days 02:34:05.719000,0 days 02:34:29.743000,235.0,261.0,278.0,286.0,False,HARD,26.0,True,Alfa Romeo,0 days 02:32:51.892000,,1,8.0,,,False,True,Bahrain
0 days 02:36:07.859000,BOT,77,0 days 00:01:38.160000,56.0,3.0,,,0 days 00:00:31.687000,0 days 00:00:42.384000,0 days 00:00:24.089000,0 days 02:35:01.430000,0 days 02:35:43.814000,0 days 02:36:07.903000,235.0,259.0,278.0,288.0,False,HARD,27.0,True,Alfa Romeo,0 days 02:34:29.699000,,1,8.0,,,False,True,Bahrain
0 days 02:37:46.266000,BOT,77,0 days 00:01:38.407000,57.0,3.0,,,0 days 00:00:31.543000,0 days 00:00:42.623000,0 days 00:00:24.241000,0 days 02:36:39.446000,0 days 02:37:22.069000,0 days 02:37:46.310000,235.0,250.0,280.0,285.0,False,HARD,28.0,True,Alfa Romeo,0 days 02:36:07.859000,,1,8.0,,,False,True,Bahrain
0 days 01:04:25.097000,PIA,81,0 days 00:01:48.214000,1.0,1.0,,,,0 days 00:00:45.783000,0 days 00:00:24.952000,,0 days 01:04:00.244000,0 days 01:04:25.134000,231.0,247.0,280.0,250.0,False,SOFT,1.0,True,McLaren,0 days 01:02:36.652000,,12,16.0,,,False,False,Bahrain
0 days 01:06:05.927000,PIA,81,0 days 00:01:40.830000,2.0,1.0,,,0 days 00:00:32.185000,0 days 00:00:43.977000,0 days 00:00:24.668000,0 days 01:04:57.319000,0 days 01:05:41.296000,0 days 01:06:05.964000,233.0,243.0,281.0,304.0,True,SOFT,2.0,True,McLaren,0 days 01:04:25.097000,,21,16.0,,,False,True,Bahrain
0 days 01:07:46.618000,PIA,81,0 days 00:01:40.691000,3.0,1.0,,,0 days 00:00:31.877000,0 days 00:00:43.986000,0 days 00:00:24.828000,0 days 01:06:37.841000,0 days 01:07:21.827000,0 days 01:07:46.655000,232.0,242.0,285.0,302.0,True,SOFT,3.0,True,McLaren,0 days 01:06:05.927000,,1,16.0,,,False,True,Bahrain
0 days 01:09:27.336000,PIA,81,0 days 00:01:40.718000,4.0,1.0,,,0 days 00:00:31.831000,0 days 00:00:44.079000,0 days 00:00:24.808000,0 days 01:08:18.486000,0 days 01:09:02.565000,0 days 01:09:27.373000,227.0,244.0,281.0,327.0,False,SOFT,4.0,True,McLaren,0 days 01:07:46.618000,,1,16.0,,,False,True,Bahrain
0 days 01:11:08.198000,PIA,81,0 days 00:01:40.862000,5.0,1.0,,,0 days 00:00:31.846000,0 days 00:00:44.060000,0 days 00:00:24.956000,0 days 01:09:59.219000,0 days 01:10:43.279000,0 days 01:11:08.235000,228.0,232.0,284.0,309.0,False,SOFT,5.0,True,McLaren,0 days 01:09:27.336000,,1,16.0,,,False,True,Bahrain
0 days 01:12:49.309000,PIA,81,0 days 00:01:41.111000,6.0,1.0,,,0 days 00:00:31.694000,0 days 00:00:44.425000,0 days 00:00:24.992000,0 days 01:11:39.929000,0 days 01:12:24.354000,0 days 01:12:49.346000,223.0,241.0,284.0,317.0,False,SOFT,6.0,True,McLaren,0 days 01:11:08.198000,,1,16.0,,,False,True,Bahrain
0 days 01:14:30.476000,PIA,81,0 days 00:01:41.167000,7.0,1.0,,,0 days 00:00:31.716000,0 days 00:00:44.471000,0 days 00:00:24.980000,0 days 01:13:21.062000,0 days 01:14:05.533000,0 days 01:14:30.513000,226.0,230.0,284.0,320.0,False,SOFT,7.0,True,McLaren,0 days 01:12:49.309000,,1,16.0,,,False,True,Bahrain
0 days 01:16:11.771000,PIA,81,0 days 00:01:41.295000,8.0,1.0,,,0 days 00:00:31.665000,0 days 00:00:44.590000,0 days 00:00:25.040000,0 days 01:15:02.178000,0 days 01:15:46.768000,0 days 01:16:11.808000,225.0,230.0,283.0,318.0,False,SOFT,8.0,True,McLaren,0 days 01:14:30.476000,,1,16.0,,,False,True,Bahrain
0 days 01:17:53.305000,PIA,81,0 days 00:01:41.534000,9.0,1.0,,,0 days 00:00:31.989000,0 days 00:00:44.548000,0 days 00:00:24.997000,0 days 01:16:43.797000,0 days 01:17:28.345000,0 days 01:17:53.342000,223.0,230.0,283.0,315.0,False,SOFT,9.0,True,McLaren,0 days 01:16:11.771000,,1,16.0,,,False,True,Bahrain
0 days 01:19:34.889000,PIA,81,0 days 00:01:41.584000,10.0,1.0,,,0 days 00:00:31.779000,0 days 00:00:44.617000,0 days 00:00:25.188000,0 days 01:18:25.121000,0 days 01:19:09.738000,0 days 01:19:34.926000,225.0,245.0,288.0,309.0,False,SOFT,10.0,True,McLaren,0 days 01:17:53.305000,,1,16.0,,,False,True,Bahrain
0 days 01:21:16.241000,PIA,81,0 days 00:01:41.352000,11.0,1.0,,,0 days 00:00:31.894000,0 days 00:00:44.557000,0 days 00:00:24.901000,0 days 01:20:06.820000,0 days 01:20:51.377000,0 days 01:21:16.278000,222.0,240.0,277.0,315.0,False,SOFT,11.0,True,McLaren,0 days 01:19:34.889000,,1,13.0,,,False,True,Bahrain
0 days 01:22:57.397000,PIA,81,0 days 00:01:41.156000,12.0,1.0,,,0 days 00:00:32.100000,0 days 00:00:44.235000,0 days 00:00:24.821000,0 days 01:21:48.378000,0 days 01:22:32.613000,0 days 01:22:57.434000,224.0,243.0,276.0,300.0,False,SOFT,12.0,True,McLaren,0 days 01:21:16.241000,,1,11.0,,,False,True,Bahrain
0 days 01:24:59.468000,PIA,81,0 days 00:02:02.071000,13.0,1.0,,0 days 01:24:56.987000,0 days 00:00:34.839000,0 days 00:00:53.536000,0 days 00:00:33.696000,0 days 01:23:32.273000,0 days 01:24:25.809000,0 days 01:24:59.505000,151.0,202.0,,299.0,False,SOFT,13.0,True,McLaren,0 days 01:22:57.397000,,1,16.0,,,False,False,Bahrain
0 days 01:03:46.121000,VER,1,0 days 00:01:37.167000,1.0,1.0,,,,0 days 00:00:38.051000,0 days 00:00:26.073000,,0 days 01:03:20.151000,0 days 01:03:46.213000,300.0,254.0,246.0,296.0,False,MEDIUM,1.0,True,Red Bull Racing,0 days 01:02:08.731000,,1,2.0,,,False,False,Silverstone
0 days 01:05:19.554000,VER,1,0 days 00:01:33.433000,2.0,1.0,,,0 days 00:00:29.616000,0 days 00:00:38,0 days 00:00:25.817000,0 days 01:04:15.751000,0 days 01:04:53.751000,0 days 01:05:19.568000,290.0,255.0,244.0,291.0,True,MEDIUM,2.0,True,Red Bull Racing,0 days 01:03:46.121000,,1,2.0,,,False,True,Silverstone
0 days 01:06:52.284000,VER,1,0 days 00:01:32.730000,3.0,1.0,,,0 days 00:00:29.380000,0 days 00:00:37.690000,0 days 00:00:25.660000,0 days 01:05:48.948000,0 days 01:06:26.638000,0 days 01:06:52.298000,311.0,259.0,245.0,318.0,True,MEDIUM,3.0,True,Red Bull Racing,0 days 01:05:19.554000,,1,2.0,,,False,True,Silverstone
0 days 01:08:25.064000,VER,1,0 days 00:01:32.780000,4.0,1.0,,,0 days 00:00:29.407000,0 days 00:00:37.650000,0 days 00:00:25.723000,0 days 01:07:21.705000,0 days 01:07:59.355000,0 days 01:08:25.078000,313.0,259.0,245.0,316.0,False,MEDIUM,4.0,True,Red Bull Racing,0 days 01:06:52.284000,,1,2.0,,,False,True,Silverstone
0 days 01:09:57.646000,VER,1,0 days 00:01:32.582000,5.0,1.0,,,0 days 00:00:29.338000,0 days 00:00:37.403000,0 days 00:00:25.841000,0 days 01:08:54.416000,0 days 01:09:31.819000,0 days 01:09:57.660000,320.0,254.0,244.0,288.0,True,MEDIUM,5.0,True,Red Bull Racing,0 days 01:08:25.064000,,1,1.0,,,False,True,Silverstone
0 days 01:11:30.673000,VER,1,0 days 00:01:33.027000,6.0,1.0,,,0 days 00:00:29.667000,0 days 00:00:37.543000,0 days 00:00:25.817000,0 days 01:10:27.327000,0 days 01:11:04.870000,0 days 01:11:30.687000,290.0,255.0,245.0,285.0,False,MEDIUM,6.0,True,Red Bull Racing,0 days 01:09:57.646000,,1,1.0,,,False,True,Silverstone
0 days 01:13:03.773000,VER,1,0 days 00:01:33.100000,7.0,1.0,,,0 days 00:00:29.726000,0 days 00:00:37.612000,0 days 00:00:25.762000,0 days 01:12:00.413000,0 days 01:12:38.025000,0 days 01:13:03.787000,292.0,255.0,245.0,287.0,False,MEDIUM,7.0,True,Red Bull Racing,0 days 01:11:30.673000,,1,1.0,,,False,True,Silverstone
0 days 01:14:36.657000,VER,1,0 days 00:01:32.884000,8.0,1.0,,,0 days 00:00:29.625000,0 days 00:00:37.578000,0 days 00:00:25.681000,0 days 01:13:33.412000,0 days 01:14:10.990000,0 days 01:14:36.671000,293.0,256.0,245.0,287.0,False,MEDIUM,8.0,True,Red Bull Racing,0 days 01:13:03.773000,,1,1.0,,,False,True,Silverstone
0 days 01:16:09.479000,VER,1,0 days 00:01:32.822000,9.0,1.0,,,0 days 00:00:29.780000,0 days 00:00:37.489000,0 days 00:00:25.553000,0 days 01:15:06.451000,0 days 01:15:43.940000,0 days 01:16:09.493000,291.0,257.0,246.0,288.0,False,MEDIUM,9.0,True,Red Bull Racing,0 days 01:14:36.657000,,1,1.0,,,False,True,Silverstone
0 days 01:17:42.073000,VER,1,0 days 00:01:32.594000,10.0,1.0,,,0 days 00:00:29.660000,0 days 00:00:37.373000,0 days 00:00:25.561000,0 days 01:16:39.153000,0 days 01:17:16.526000,0 days 01:17:42.087000,293.0,257.0,245.0,287.0,False,MEDIUM,10.0,True,Red Bull Racing,0 days 01:16:09.479000,,1,1.0,,,False,True,Silverstone
0 days 01:19:14.670000,VER,1,0 days 00:01:32.597000,11.0,1.0,,,0 days 00:00:29.586000,0 days 00:00:37.463000,0 days 00:00:25.548000,0 days 01:18:11.673000,0 days 01:18:49.136000,0 days 01:19:14.684000,292.0,256.0,246.0,287.0,False,MEDIUM,11.0,True,Red Bull Racing,0 days 01:17:42.073000,,1,1.0,,,False,True,Silverstone
0 days 01:20:47.357000,VER,1,0 days 00:01:32.687000,12.0,1.0,,,0 days 00:00:29.742000,0 days 00:00:37.389000,0 days 00:00:25.556000,0 days 01:19:44.426000,0 days 01:20:21.815000,0 days 01:20:47.371000,293.0,256.0,244.0,288.0,False,MEDIUM,12.0,True,Red Bull Racing,0 days 01:19:14.670000,,1,1.0,,,False,True,Silverstone
0 days 01:22:20.035000,VER,1,0 days 00:01:32.678000,13.0,1.0,,,0 days 00:00:29.703000,0 days 00:00:37.319000,0 days 00:00:25.656000,0 days 01:21:17.074000,0 days 01:21:54.393000,0 days 01:22:20.049000,293.0,256.0,244.0,287.0,False,MEDIUM,13.0,True,Red Bull Racing,0 days 01:20:47.357000,,1,1.0,,,False,True,Silverstone
0 days 01:23:53.081000,VER,1,0 days 00:01:33.046000,14.0,1.0,,,0 days 00:00:30.031000,0 days 00:00:37.422000,0 days 00:00:25.593000,0 days 01:22:50.080000,0 days 01:23:27.502000,0 days 01:23:53.095000,289.0,255.0,246.0,289.0,False,MEDIUM,14.0,True,Red Bull Racing,0 days 01:22:20.035000,,1,1.0,,,False,True,Silverstone
0 days 01:25:26.071000,VER,1,0 days 00:01:32.990000,15.0,1.0,,,0 days 00:00:29.960000,0 days 00:00:37.469000,0 days 00:00:25.561000,0 days 01:24:23.055000,0 days 01:25:00.524000,0 days 01:25:26.085000,289.0,255.0,245.0,290.0,False,MEDIUM,15.0,True,Red Bull Racing,0 days 01:23:53.081000,,1,1.0,,,False,True,Silverstone
0 days 01:26:58.879000,VER,1,0 days 00:01:32.808000,16.0,1.0,,,0 days 00:00:29.914000,0 days 00:00:37.373000,0 days 00:00:25.521000,0 days 01:25:55.999000,0 days 01:26:33.372000,0 days 01:26:58.893000,291.0,257.0,245.0,291.0,False,MEDIUM,16.0,True,Red Bull Racing,0 days 01:25:26.071000,,1,1.0,,,False,True,Silverstone
0 days 01:28:31.482000,VER,1,0 days 00:01:32.603000,17.0,1.0,,,0 days 00:00:29.803000,0 days 00:00:37.276000,0 days 00:00:25.524000,0 days 01:27:28.696000,0 days 01:28:05.972000,0 days 01:28:31.496000,289.0,256.0,246.0,290.0,False,MEDIUM,17.0,True,Red Bull Racing,0 days 01:26:58.879000,,1,1.0,,,False,True,Silverstone
0 days 01:30:03.989000,VER,1,0 days 00:01:32.507000,18.0,1.0,,,0 days 00:00:29.877000,0 days 00:00:37.283000,0 days 00:00:25.347000,0 days 01:29:01.373000,0 days 01:29:38.656000,0 days 01:30:04.003000,290.0,256.0,245.0,293.0,True,MEDIUM,18.0,True,Red Bull Racing,0 days 01:28:31.482000,,1,1.0,,,False,True,Silverstone
0 days 01:31:36.327000,VER,1,0 days 00:01:32.338000,19.0,1.0,,,0 days 00:00:29.799000,0 days 00:00:37.240000,0 days 00:00:25.299000,0 days 01:30:33.802000,0 days 01:31:11.042000,0 days 01:31:36.341000,290.0,256.0,246.0,291.0,True,MEDIUM,19.0,True,Red Bull Racing,0 days 01:30:03.989000,,1,1.0,,,False,True,Silverstone
0 days 01:33:08.622000,VER,1,0 days 00:01:32.295000,20.0,1.0,,,0 days 00:00:29.772000,0 days 00:00:37.273000,0 days 00:00:25.250000,0 days 01:32:06.113000,0 days 01:32:43.386000,0 days 01:33:08.636000,290.0,257.0,247.0,293.0,True,MEDIUM,20.0,True,Red Bull Racing,0 days 01:31:36.327000,,1,1.0,,,False,True,Silverstone
0 days 01:34:41.116000,VER,1,0 days 00:01:32.494000,21.0,1.0,,,0 days 00:00:29.903000,0 days 00:00:37.239000,0 days 00:00:25.352000,0 days 01:33:38.539000,0 days 01:34:15.778000,0 days 01:34:41.130000,290.0,256.0,247.0,292.0,False,MEDIUM,21.0,True,Red Bull Racing,0 days 01:33:08.622000,,1,1.0,,,False,True,Silverstone
0 days 01:36:13.300000,VER,1,0 days 00:01:32.184000,22.0,1.0,,,0 days 00:00:29.664000,0 days 00:00:37.134000,0 days 00:00:25.386000,0 days 01:35:10.794000,0 days 01:35:47.928000,0 days 01:36:13.314000,290.0,257.0,246.0,292.0,True,MEDIUM,22.0,True,Red Bull Racing,0 days 01:34:41.116000,,1,1.0,,,False,True,Silverstone
0 days 01:37:45.572000,VER,1,0 days 00:01:32.272000,23.0,1.0,,,0 days 00:00:29.759000,0 days 00:00:37.172000,0 days 00:00:25.341000,0 days 01:36:43.073000,0 days 01:37:20.245000,0 days 01:37:45.586000,290.0,256.0,246.0,294.0,False,MEDIUM,23.0,True,Red Bull Racing,0 days 01:36:13.300000,,1,1.0,,,False,True,Silverstone
0 days 01:39:17.922000,VER,1,0 days 00:01:32.350000,24.0,1.0,,,0 days 00:00:29.872000,0 days 00:00:37.108000,0 days 00:00:25.370000,0 days 01:38:15.458000,0 days 01:38:52.566000,0 days 01:39:17.936000,291.0,257.0,246.0,294.0,False,MEDIUM,24.0,True,Red Bull Racing,0 days 01:37:45.572000,,1,1.0,,,False,True,Silverstone
0 days 01:40:50.217000,VER,1,0 days 00:01:32.295000,25.0,1.0,,,0 days 00:00:29.912000,0 days 00:00:37.183000,0 days 00:00:25.200000,0 days 01:39:47.848000,0 days 01:40:25.031000,0 days 01:40:50.231000,289.0,257.0,247.0,297.0,False,MEDIUM,25.0,True,Red Bull Racing,0 days 01:39:17.922000,,1,1.0,,,False,True,Silverstone
0 days 01:42:22.493000,VER,1,0 days 00:01:32.276000,26.0,1.0,,,0 days 00:00:29.752000,0 days 00:00:37.242000,0 days 00:00:25.282000,0 days 01:41:19.983000,0 days 01:41:57.225000,0 days 01:42:22.507000,288.0,257.0,247.0,292.0,False,MEDIUM,26.0,True,Red Bull Racing,0 days 01:40:50.217000,,1,1.0,,,False,True,Silverstone
0 days 01:43:54.631000,VER,1,0 days 00:01:32.138000,27.0,1.0,,,0 days 00:00:29.668000,0 days 00:00:37.223000,0 days 00:00:25.247000,0 days 01:42:52.175000,0 days 01:43:29.398000,0 days 01:43:54.645000,290.0,257.0,247.0,294.0,True,MEDIUM,27.0,True,Red Bull Racing,0 days 01:42:22.493000,,1,1.0,,,False,True,Silverstone
0 days 01:45:26.846000,VER,1,0 days 00:01:32.215000,28.0,1.0,,,0 days 00:00:29.826000,0 days 00:00:37.244000,0 days 00:00:25.145000,0 days 01:44:24.471000,0 days 01:45:01.715000,0 days 01:45:26.860000,289.0,256.0,248.0,295.0,False,MEDIUM,28.0,True,Red Bull Racing,0 days 01:43:54.631000,,1,1.0,,,False,True,Silverstone
0 days 01:46:59.097000,VER,1,0 days 00:01:32.251000,29.0,1.0,,,0 days 00:00:29.871000,0 days 00:00:37.266000,0 days 00:00:25.114000,0 days 01:45:56.731000,0 days 01:46:33.997000,0 days 01:46:59.111000,290.0,257.0,248.0,295.0,False,MEDIUM,29.0,True,Red Bull Racing,0 days 01:45:26.846000,,1,1.0,,,False,True,Silverstone
0 days 01:48:31.460000,VER,1,0 days 00:01:32.363000,30.0,1.0,,,0 days 00:00:29.844000,0 days 00:00:37.229000,0 days 00:00:25.290000,0 days 01:47:28.955000,0 days 01:48:06.184000,0 days 01:48:31.474000,289.0,257.0,247.0,293.0,False,MEDIUM,30.0,True,Red Bull Racing,0 days 01:46:59.097000,,1,1.0,,,False,True,Silverstone
0 days 01:50:03.848000,VER,1,0 days 00:01:32.388000,31.0,1.0,,,0 days 00:00:29.905000,0 days 00:00:37.230000,0 days 00:00:25.253000,0 days 01:49:01.379000,0 days 01:49:38.609000,0 days 01:50:03.862000,289.0,258.0,248.0,293.0,False,MEDIUM,31.0,True,Red Bull Racing,0 days 01:48:31.460000,,1,1.0,,,False,True,Silverstone
0 days 01:51:36.058000,VER,1,0 days 00:01:32.210000,32.0,1.0,,,0 days 00:00:29.879000,0 days 00:00:37.136000,0 days 00:00:25.195000,0 days 01:50:33.741000,0 days 01:51:10.877000,0 days 01:51:36.072000,289.0,259.0,248.0,293.0,False,MEDIUM,32.0,True,Red Bull Racing,0 days 01:50:03.848000,,1,1.0,,,False,True,Silverstone
0 days 01:53:34.669000,VER,1,0 days 00:01:58.611000,33.0,1.0,,0 days 01:53:28.742000,0 days 00:00:38.163000,0 days 00:00:50.088000,0 days 00:00:30.360000,0 days 01:52:14.235000,0 days 01:53:04.323000,0 days 01:53:34.683000,189.0,227.0,,236.0,False,MEDIUM,33.0,True,Red Bull Racing,0 days 01:51:36.058000,,1264,1.0,,,False,False,Silverstone
0 days 01:56:33.154000,VER,1,,34.0,2.0,0 days 01:53:57.789000,,0 days 00:01:11.057000,0 days 00:01:05.568000,0 days 00:00:41.846000,0 days 01:54:45.866000,0 days 01:55:51.396000,0 days 01:56:33.255000,133.0,127.0,149.0,139.0,False,SOFT,4.0,False,Red Bull Racing,0 days 01:53:34.669000,,4,1.0,,,False,False,Silverstone
0 days 01:59:00.925000,VER,1,0 days 00:02:27.771000,35.0,2.0,,,0 days 00:00:48.617000,0 days 00:00:59.552000,0 days 00:00:39.602000,0 days 01:57:21.785000,0 days 01:58:21.337000,0 days 01:59:00.939000,126.0,202.0,148.0,222.0,False,SOFT,5.0,False,Red Bull Racing,0 days 01:56:33.154000,,4,1.0,,,False,False,Silverstone
0 days 02:01:27.470000,VER,1,0 days 00:02:26.545000,36.0,2.0,,,0 days 00:00:52.402000,0 days 00:00:57.524000,0 days 00:00:36.619000,0 days 01:59:53.341000,0 days 02:00:50.865000,0 days 02:01:27.484000,165.0,187.0,149.0,250.0,False,SOFT,6.0,False,Red Bull Racing,0 days 01:59:00.925000,,4,1.0,,,False,False,Silverstone
